"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TRAF3IP1",3.85749915511763,3.842914102971,99.3136896863852,7.98261654065036e-280,4.15012974433251e-279,631.129220178324
"SAMD1",5.24943131654376,5.13207921198375,99.2664326280767,9.55046606141502e-280,4.96127610958387e-279,631.09995307939
"ARFIP1",4.33155724206666,4.3421355619914,99.2818122607469,9.00897291072075e-280,4.68185398925692e-279,631.097115209967
"XPOT",6.24939069051912,6.08907908851943,99.2621063731952,9.70858448370749e-280,5.04139890803315e-279,631.058817030035
"PPFIA1",5.14923770369672,5.09060841633739,99.2416492905716,1.04925493837755e-279,5.4463125038806e-279,631.004621284074
"NUP62",5.07693772952249,4.96499884698959,99.2109100033538,1.17915046756458e-279,6.11566578365065e-279,630.886423512409
"LARP7",4.32211901608907,4.43049289640491,99.2142940319618,1.16409480362644e-279,6.0399916958436e-279,630.840069608347
"ELMOD2",4.72017019459677,4.79147683368162,99.1957204520697,1.24917049733067e-279,6.47623842268799e-279,630.811278502229
"MED28",4.86279412263008,4.88122141018926,99.1891199972801,1.28088196656293e-279,6.63799445321339e-279,630.795287828129
"ITIH2",11.4539915749236,11.1767282402664,99.4668532876019,4.46650498278177e-280,2.3352053225196e-279,630.623048528935
"SMCHD1",4.74889575700147,4.71510131550463,99.1323315918105,1.5893104764228e-279,8.22981465602192e-279,630.57297457721
"AGGF1",3.89350215128307,3.80357964573142,99.1515586381799,1.47733500328888e-279,7.65303138720094e-279,630.524312591341
"WDR55",4.53772764729884,4.46082286842894,99.1203907736339,1.6630953308362e-279,8.60845717878425e-279,630.510176993978
"SGSH",4.46995557670082,4.42937133511776,99.1100725252496,1.72961421698974e-279,8.94920312193057e-279,630.464260900287
"PDLIM1",6.95415073904859,7.06763941583254,99.1093513109169,1.73436220165751e-279,8.97019590319634e-279,630.428778481795
"SFXN1",6.46437116548329,6.60652148723118,99.0938879038213,1.83936593263141e-279,9.50949258243796e-279,630.408886009121
"PDLIM5",6.50745959599039,6.64882844551869,99.0787998438469,1.94796149303617e-279,1.00669223677122e-278,630.348837833364
"DNAJC1",5.68118636207755,5.63482615977134,99.0647672997626,2.05472145371498e-279,1.06144262209214e-278,630.333151728295
"VPS13D",5.3493083586887,5.41099829663412,99.0481914615755,2.18841310917802e-279,1.13005650293817e-278,630.273735863918
"PURA",4.54883078317672,4.57053909800086,99.0416826207887,2.24326379547225e-279,1.15791998854523e-278,630.212775169696
"SLC31A1",6.73865014149199,6.85730100550582,99.0201186455376,2.43502547966852e-279,1.25640349242968e-278,630.109428292898
"PPM1B",5.04074484904541,5.01199660324408,98.9455181068376,3.23442485279721e-279,1.66820792546773e-278,629.878566164618
"RBM8A",5.69839031002336,5.61845674527151,98.9377250199805,3.33182191901534e-279,1.71775987543677e-278,629.850563830553
"XYLT2",4.81744903665686,4.79685934589318,98.9310577123797,3.41747960093068e-279,1.7612225229082e-278,629.813642632265
"PIGO",4.96323739448328,5.00073112602391,98.8707375904788,4.30005725636935e-279,2.21518617962986e-278,629.591690728789
"PQBP1",5.52278069175753,5.40562896402292,98.8473585851216,4.70064840736891e-279,2.42059162833069e-278,629.510420556051
"HAT1",4.65100976162471,4.61346971984827,98.8398952996858,4.83624729328833e-279,2.48943097891144e-278,629.456068056054
"PIP5K1C",4.68161596363128,4.62506636530359,98.8370956354269,4.88811920699183e-279,2.5151348708876e-278,629.447932650649
"OGT",6.25973312534111,6.14440719563523,98.8358588462951,4.9112115807884e-279,2.52601603167124e-278,629.441450328833
"PARP4",5.75736518525283,5.71947558693874,98.8100670773674,5.41849632023816e-279,2.78472543375279e-278,629.364097248199
"ACTN1",6.90340462446599,6.88884380603542,98.8137378415877,5.34321146928209e-279,2.7471214311784e-278,629.31207936598
"RNF121",4.1345917991683,4.22154307407347,98.7694351111561,6.32634769624775e-279,3.25001097828994e-278,629.12354932345
"NAPG",4.47722001649738,4.4642214787362,98.7419934162972,7.02429392409646e-279,3.60713741369082e-278,629.06758914234
"SMS",5.63631149637778,5.51180371538799,98.6904057752403,8.55214348197023e-279,4.38825315686873e-278,628.911476103105
"CDK17",4.19663115774313,4.24558568348783,98.7009064001407,8.21625320792829e-279,4.21756839570611e-278,628.873858391333
"RRP1B",4.98820090081037,5.0064509696172,98.6610980790818,9.5642609503264e-279,4.9051474279958e-278,628.795138064451
"SRF",5.13825513131339,5.18042104006234,98.6472476534081,1.00835307366905e-278,5.16790898490131e-278,628.747029243953
"NOP14",4.52506554273564,4.58103207372673,98.6441525291454,1.02033814831058e-278,5.22727082134499e-278,628.699908794259
"PITRM1",5.54710330196897,5.53871513550283,98.6245133932892,1.09978524838516e-278,5.62984273582105e-278,628.662196018705
"FMR1",6.12097409513652,5.97238098952483,98.6278649981365,1.08580078455228e-278,5.56044747199544e-278,628.657034466113
"GRK6",4.70770130387641,4.61004104970851,98.6028406604881,1.19467704977446e-278,6.11318788235657e-278,628.558341450141
"PCF11",4.34984572573462,4.44313171739211,98.5945851700713,1.23294459413299e-278,6.30651888302685e-278,628.490931845902
"ARID4B",5.00993162716636,4.87929068223978,98.5691551463813,1.35871990368559e-278,6.94712416896249e-278,628.445662325355
"NOMO1",5.29862710323794,5.15829174181937,98.5612051053485,1.40062050622526e-278,7.15854329568968e-278,628.421484461949
"BRD8",4.99142326476066,4.97177645967127,98.5375971038906,1.53283770044381e-278,7.83122077720842e-278,628.324716329238
"GLTP",4.61475742522294,4.54957016592804,98.5229458703415,1.62111245515418e-278,8.27895692296004e-278,628.246646610629
"NUP85",5.0162636686927,5.05666133591843,98.5111576821806,1.69582360263015e-278,8.65709949974755e-278,628.224782573437
"PITPNA",5.36744193903104,5.47641774239878,98.4899134439798,1.83928918664428e-278,9.3784250753629e-278,628.149942488349
"ELK4",5.87473664526125,5.66286835223363,98.4920487335352,1.82433557476723e-278,9.30583115062924e-278,628.149311718114
"PABPC1",9.92917301611644,9.6941246692869,98.6610214680914,9.56705816209545e-279,4.9051474279958e-278,628.135132599952
"RBM28",4.25809497332945,4.22935779251556,98.4944994303003,1.80732328101164e-278,9.22267483320165e-278,628.097216185603
"NDUFB10",6.07915551967214,6.1591027535593,98.4609915928734,2.05436161713442e-278,1.04709553852923e-277,628.022916697859
"FBXO9",5.66604293009887,5.57725351567817,98.4452710476302,2.18166207079434e-278,1.11154355878407e-277,627.976576528821
"MECP2",4.75282942869278,4.78510469420851,98.388368179855,2.71225699556258e-278,1.38133653338711e-277,627.743449038954
"TCF12",4.97607696565171,5.04538706959274,98.3838975503823,2.75905822909204e-278,1.40462129444211e-277,627.737837812583
"FKBP3",4.79132471382292,4.78683573073719,98.377517767176,2.82725108767975e-278,1.43821033590666e-277,627.704368522698
"CCT5",6.65360163859516,6.57986279941322,98.3790622329957,2.81058900808321e-278,1.43029464921538e-277,627.677219634632
"NEK6",5.92981735162902,6.0080805571187,98.3686132305,2.92526502320956e-278,1.48748695600715e-277,627.676432762232
"NADSYN1",5.13064565443718,5.11875957467427,98.3170728437386,3.56334851427541e-278,1.811240984536e-277,627.487484162773
"SNRPC",6.52558280193913,6.39874101776353,98.2911948603208,3.9345918069517e-278,1.99837871712482e-277,627.350386873628
"TTC1",5.63177361773837,5.52470731827124,98.2595789049079,4.44118531997495e-278,2.2547956900123e-277,627.26811760693
"IP6K2",5.31277844509183,5.30034466914571,98.2493622942431,4.61848487799214e-278,2.34297902775328e-277,627.231246297747
"HCCS",4.51676463757776,4.49404901768908,98.2557060161449,4.50757812649871e-278,2.28760911015392e-277,627.217610022991
"BLOC1S2",4.89481470152406,4.83106789068555,98.2355052213157,4.87035433442186e-278,2.46978882237941e-277,627.167805722751
"SNX33",5.08813407670278,5.13945469629355,98.2199185296884,5.17015566953153e-278,2.62079670882927e-277,627.115128379609
"RPSA",8.66562032024644,8.59771585730532,98.3000095086674,3.80397456949995e-278,1.93279412105226e-277,627.088489075673
"FCHO2",4.63245325324424,4.67399374877909,98.2176156968963,5.21599132912118e-278,2.64299958608259e-277,627.082597914419
"GLT8D1",5.73253583824131,5.76227521658353,98.2008456179737,5.56230038417634e-278,2.81628051030402e-277,627.041453018043
"OLA1",6.07040058331621,5.95117523264344,98.1706759251571,6.24438635400641e-278,3.16039928213099e-277,626.91436619097
"CBLL1",4.33970857179671,4.28413758352623,98.1663737572143,6.34825601734807e-278,3.21171799366184e-277,626.855663308116
"RAPGEF1",5.55390487676727,5.50578799334281,98.1480894038148,6.80938250850393e-278,3.44367019618148e-277,626.843159434152
"GSTO1",8.31270878253132,8.15241342864194,98.2109992500401,5.34996453947117e-278,2.70982798260968e-277,626.81927501277
"ZDHHC12",5.3023711085017,5.35850779375922,98.1416055113363,6.98084766432605e-278,3.52901006681987e-277,626.81899043609
"PIP4K2C",4.95560670887131,4.90086184562581,98.1345209018608,7.17315106564374e-278,3.62199505791272e-277,626.783948854353
"UBE2O",4.72479882479945,4.66946649087261,98.1362690815459,7.12521082206137e-278,3.59918759028048e-277,626.778255963966
"NOP58",5.1535367161801,5.06700547526021,98.1270537531044,7.3815895431211e-278,3.72579492407749e-277,626.761282050248
"RCOR1",4.51364107846587,4.51130260100134,98.1097348045208,7.88870650162167e-278,3.98021100763639e-277,626.659181679928
"ACOX1",7.75690120020153,7.94170249027291,98.1387248088577,7.05840951504711e-278,3.56683129851817e-277,626.636287752904
"IAH1",5.03395749928694,5.06590245803532,98.095003488198,8.34745385038291e-278,4.21003429727856e-277,626.6354057219
"ORMDL1",4.84535507245724,4.82002347304931,98.0937166939386,8.3887740865035e-278,4.22923171822286e-277,626.622751620394
"AK3",6.80091680016926,6.92401866792026,98.0362858573018,1.04576649355566e-277,5.27022485518328e-277,626.355683835724
"CISD3",6.30187714607683,6.29605941965858,98.0198998207384,1.11367750267573e-277,5.61029081739707e-277,626.325999138426
"IFRD2",5.55060434886158,5.53139308071472,98.006699340995,1.17158855677573e-277,5.89973655945963e-277,626.301805160506
"DIS3",4.68307060092326,4.72472246872802,97.9941163124274,1.22959916487158e-277,6.18945905201057e-277,626.231274364744
"CREB3",4.80286436249299,4.73028021418469,97.9251750005814,1.6025127267798e-277,8.06035351769529e-277,625.974582789357
"TFDP2",4.82201398587643,4.86696679886217,97.9223075045456,1.62027193718686e-277,8.14652406049001e-277,625.964702653711
"UBTD2",4.27008456338013,4.24480048194982,97.9357209732948,1.53886054993236e-277,7.74319332118232e-277,625.96380288976
"ANKRD40",4.51032638519262,4.52463009445208,97.9012986657692,1.75654707813546e-277,8.82486533994012e-277,625.860540064831
"DFFA",4.73765249074356,4.75582314048068,97.8539312787928,2.1074620121304e-277,1.0579671106122e-276,625.697402657475
"SEC23A",6.11765098609323,6.094836765856,97.8518993520357,2.12399606905743e-277,1.06585536896634e-276,625.691117707565
"SMUG1",4.72397159846142,4.72581244744493,97.8235076777439,2.36910050837211e-277,1.18793468348373e-276,625.579772397962
"PHKB",5.5627632581425,5.53571945712513,97.8169130286864,2.42997613131024e-277,1.21798919403034e-276,625.573778734762
"NDUFA1",7.18413944941048,7.01140935204818,97.8298525301376,2.31197416836749e-277,1.15973767959013e-276,625.528701768036
"TAB3",5.48900218185104,5.3957466844306,97.7874655682581,2.72152289872476e-277,1.36254502258051e-276,625.461326231336
"POR",9.01934114453918,9.12370388129829,97.8887250590319,1.84354324211069e-277,9.25835115440509e-277,625.440162169019
"BRAF",4.18581127384984,4.19874374331935,97.801282806527,2.58059676747832e-277,1.29298650537195e-276,625.435641862783
"ABCB7",4.49757285337962,4.56734788445741,97.7890095894271,2.70539960505181e-277,1.35499516663355e-276,625.428613327448
"NOC2L",5.51762672814489,5.58422656962558,97.7765095611083,2.8387306451657e-277,1.42067803039564e-276,625.419123734211
"HLA-A",9.82967034614589,9.56912509916681,97.9130446954939,1.67899834852833e-277,8.43852614254543e-277,625.321589749281
"CLIC4",6.07695454559438,6.15283375645474,97.7507533495648,3.13459420223567e-277,1.56753850228859e-276,625.30467951434
"UBXN7",4.35783696679003,4.36156215201008,97.751804253519,3.12193822787883e-277,1.56181093087297e-276,625.269765579821
"CABIN1",4.98967748680121,5.00962064851057,97.7208425570554,3.51719848654974e-277,1.75819310026257e-276,625.198990085844
"IRF2BP1",5.37174857362347,5.38549357869908,97.6882115425237,3.98820211387874e-277,1.99287344566922e-276,625.080431248706
"INTS7",5.1832792649186,4.8337477772556,97.637319293972,4.85216588887567e-277,2.42272504416872e-276,624.883011544752
"KIAA2013",6.04771271823556,6.2288335981978,97.6403886221423,4.79510968511527e-277,2.39515728771508e-276,624.881874539686
"UTP18",4.86782007526709,4.8126594188094,97.6281564053326,5.02657691897334e-277,2.50788146164836e-276,624.837902485745
"LBR",6.65343764309316,6.36933566363115,97.6315462718804,4.96133183286312e-277,2.47628041942326e-276,624.814435999244
"UBE2W",4.78682998925565,4.7934797988671,97.594666668229,5.71923822582384e-277,2.85127627020246e-276,624.704479792981
"C19orf53",6.02660994529068,5.97135685404654,97.5761955431171,6.1414180212798e-277,3.06057543524024e-276,624.635893927106
"LMAN2L",4.55223326988716,4.58282125371913,97.5705493367647,6.27660044350452e-277,3.12554486042152e-276,624.594274887877
"RPS29",7.84828956985893,7.82402588730368,97.5755189086274,6.15746294392077e-277,3.06739437102797e-276,624.464990379453
"C5",8.99872131236214,8.98647519762739,97.6229421832725,5.1286186095023e-277,2.5578099032875e-276,624.428134710879
"DCTD",5.58268662753728,5.67822517965274,97.4696690990069,9.26308844659824e-277,4.61095169244812e-276,624.238328316067
"ARHGEF18",4.65994154042077,4.66381984639553,97.4434187541567,1.02510032635131e-276,5.10075783077563e-276,624.114252388483
"PRDX4",7.02803845797546,7.02941640250854,97.4115479630052,1.15935032267302e-276,5.76655788607985e-276,623.937466747804
"RPTOR",4.92013043543741,4.89903243115088,97.3907120682455,1.25650968969942e-276,6.24743160035466e-276,623.92624867634
"CLSTN3",6.09925497368005,6.0440589112254,97.3587707044167,1.4215404711722e-276,7.06256545490183e-276,623.795567092622
"C14orf119",4.88705876231692,4.88142255220168,97.3433511311324,1.50881860047632e-276,7.49045380901604e-276,623.742302590151
"FAM98B",4.06931792501098,4.05619188608372,97.3627186409196,1.4000199877994e-276,6.95830829757018e-276,623.730841621354
"NPC2",6.19826445306474,6.06397866380328,97.3392541116013,1.53289871800243e-276,7.60709042823752e-276,623.715945610015
"CRAT",6.98030180345149,7.0914789830872,97.343666135162,1.50698294766727e-276,7.48420173665576e-276,623.680266125133
"FOXP4",6.26385257675244,6.2910155188687,97.3247123736847,1.62152050456609e-276,8.04380702551559e-276,623.65659395563
"WDR59",5.45390609780946,5.48443605244767,97.3181551961415,1.66314483355208e-276,8.24714087565518e-276,623.655412125747
"CRCP",5.14596273604296,5.14936227280957,97.2858268139191,1.88456085731383e-276,9.34152360837203e-276,623.528685748479
"SLC44A1",6.27919074787818,6.28664402496575,97.2077474073471,2.5490350286702e-276,1.26255979852555e-275,623.204598491776
"DNTTIP1",3.98469393788279,4.05658371008546,97.216670734792,2.46252468601004e-276,1.22017581446823e-275,623.152188353626
"WASF2",5.80049817018372,5.66464805273359,97.1505748020502,3.18039909075986e-276,1.57467948881808e-275,623.002888284949
"RNF149",5.54553155612706,5.54533160637809,97.0927527952235,3.97861608202677e-276,1.96914203724396e-275,622.784643760397
"ZMYM2",4.98632010195941,5.07124478529828,97.085829883932,4.08676063162342e-276,2.02189563134832e-275,622.751862902796
"HHEX",5.78034292114369,5.78933035531323,97.0725585978791,4.30238299047298e-276,2.12776267697154e-275,622.70198037453
"MAVS",6.3148573020307,6.15652563499975,97.0409435260059,4.86311969067757e-276,2.40416198792652e-275,622.558367782078
"WDR12",4.57078561924793,4.57749128719709,97.0148443259461,5.38083972524784e-276,2.65909305600433e-275,622.452840463363
"TRMT1",4.90004063514332,4.81868096879789,96.9820814341418,6.10967540606638e-276,3.01697165393856e-275,622.34758042163
"DMAP1",4.90245672917651,4.93129040443811,96.9691792339895,6.42315388964197e-276,3.16935788619986e-275,622.297774321147
"CCNC",5.61392977538322,5.68152816224497,96.96328568191,6.57166280920161e-276,3.24017406617697e-275,622.282806676081
"COIL",4.2124423293949,4.18089150264229,96.9760646456896,6.25390706988925e-276,3.08701980679026e-275,622.261743812313
"ZNF791",3.97255121530634,3.97768604859175,96.9653722421452,6.51869499124525e-276,3.215278839776e-275,622.179653060087
"ARHGDIA",6.75445927668708,6.86201059669294,96.9370185302093,7.27655348946635e-276,3.58636053767361e-275,622.128967299131
"TSPAN17",5.18289852209361,5.06740465124648,96.9054569983013,8.22450658405244e-276,4.04896387441581e-275,622.059062594625
"MFSD5",4.46764606614355,4.34772781371707,96.9111974492209,8.04332229936843e-276,3.96126760340909e-275,622.042643280718
"SMC1A",6.21957904711963,6.13655074207437,96.9007418608331,8.37638571790476e-276,4.12217208482111e-275,622.020839552642
"KIF13A",5.52067952683842,5.39016048290498,96.8907296392421,8.70827792148505e-276,4.28225692413201e-275,622.00323158947
"DMXL1",4.54014836546333,4.57054399469186,96.8983097603663,8.45582193282763e-276,4.15968785763759e-275,621.999429906728
"ANKRD17",5.83054504856739,5.86787359728389,96.8710954351807,9.39789130913022e-276,4.61612762600885e-275,621.920952385177
"SLC25A13",6.98051216219261,7.01319799583552,96.8772120021455,9.17738228349375e-276,4.50952189616849e-275,621.879034563452
"RPS20",9.90251027746907,9.68871159599429,97.0014220773428,5.66825204281663e-276,2.80006045188511e-275,621.80768180472
"SLC40A1",7.74307898063654,7.79832733250706,96.8817503466961,9.01712843834053e-276,4.43245446740078e-275,621.807521150626
"VRK3",4.80989007930874,4.94200852707754,96.841764727142,1.05313931448467e-275,5.1709339422353e-275,621.799672907374
"SNX9",5.86843577037783,5.89817879249178,96.8368474973509,1.07344121624757e-275,5.26862474505184e-275,621.787113685272
"PAPOLG",3.14046808953826,3.11945135472457,96.9174695263365,7.84992926626481e-276,3.86748980959716e-275,621.73196614863
"PCYT2",7.7125329121943,7.70055112133913,96.8340759071424,1.08505676989683e-275,5.32362382721953e-275,621.627253509735
"LDB1",5.01002711214199,5.0043575614633,96.7673605631925,1.40605664149077e-275,6.89594320356517e-275,621.519807301419
"TMEM43",4.73602233953006,4.86491233784151,96.7572719674037,1.46227389791791e-275,7.1662457027396e-275,621.468010832044
"PLEKHJ1",5.5141326218359,5.5545168973973,96.746381643483,1.52549047507695e-275,7.47041659118568e-275,621.443861421618
"INF2",6.78302562771768,6.77001421580138,96.7473426070252,1.51980371616113e-275,7.44537565514319e-275,621.39244610771
"AHCTF1",5.44306663470488,5.23189519026195,96.729620069072,1.62818419246552e-275,7.96730524022219e-275,621.379120992894
"AKAP8L",4.25103615073651,4.20357693073677,96.7368548516053,1.58303476974029e-275,7.74929233117873e-275,621.341303044004
"USP11",4.976123303431,4.97388902479793,96.6963093259999,1.85330306405053e-275,9.05865520994514e-275,621.243154376426
"EXOC6",4.6593764680447,4.49068454472928,96.6974423301675,1.84515626017297e-275,9.02223055379004e-275,621.231004639348
"ECH1",7.53351171945991,7.63850782782164,96.7215355187209,1.68016566913249e-275,8.21857308663791e-275,621.215866226698
"POLR2C",5.6211369700315,5.6914441932203,96.68252596155,1.95534738136094e-275,9.55383613308299e-275,621.194683460046
"PFDN1",4.64767210555418,4.64626030114925,96.6765352242907,2.00143776979126e-275,9.7753562678748e-275,621.149045754799
"CCDC90B",4.59804001044327,4.76028151151622,96.6640112217626,2.10134132493143e-275,1.02594435289039e-274,621.096353072014
"USP25",4.62791185765848,4.7464684386873,96.6571370777051,2.15828558000101e-275,1.05335042568482e-274,621.072160225825
"RPL37A",9.28467469743545,9.2060868373658,96.7672310705075,1.4067643136376e-275,6.89680941533089e-275,621.067825055463
"UBE2V2",5.97240060613312,5.88058576511859,96.6421896466476,2.28750381125475e-275,1.11599594277857e-274,621.028928432085
"COQ4",5.33501958895589,5.51258268147916,96.6380511518737,2.32463212774063e-275,1.13368371922522e-274,621.024003944925
"TM2D3",5.2783675395684,5.29746514405084,96.6329291586612,2.37142146979943e-275,1.15606796652722e-274,621.00363573586
"C2orf68",5.03193305558819,5.02431829779806,96.6106000387422,2.58667977095859e-275,1.26053321521348e-274,620.912284054655
"PIGG",4.63556345983487,4.56451966941221,96.5811966879527,2.90030416360613e-275,1.41230784299786e-274,620.778003651625
"NOL8",4.20030976165817,4.17949703655527,96.5894287513616,2.80884242518585e-275,1.36828344245644e-274,620.762284413227
"NCAPH2",5.33466822707489,5.25692675533651,96.5488483765937,3.28956452378836e-275,1.60125841343476e-274,620.67755786398
"CCNL1",5.61861316932176,5.69404382730201,96.5463289123122,3.3219956028521e-275,1.61643899940952e-274,620.665887529515
"ATN1",5.78537244218785,5.7743808995396,96.5098881058035,3.82855787913114e-275,1.86222775941109e-274,620.52084083909
"SLC3A2",6.55180547217641,6.60683824305252,96.4568301808095,4.70777752168795e-275,2.28902683167958e-274,620.280662022279
"MSH6",5.32742737238934,5.25343906634846,96.4226167464694,5.37939541249219e-275,2.61362544788762e-274,620.186768618308
"ARRDC1",4.59526074151218,4.70183857662129,96.4209831469441,5.4137643459741e-275,2.62934022293065e-274,620.152114696038
"DAGLB",3.96346324226254,4.00476984987299,96.4283465369654,5.2605673900001e-275,2.5568483792639e-274,620.096823641207
"MGRN1",6.09537749296364,6.18314258543492,96.4004993778435,5.86387190962407e-275,2.84688241085188e-274,620.084920007421
"SSH1",4.82534505331848,4.81147316975939,96.3929226348147,6.03970708012756e-275,2.93115380603949e-274,620.058043566229
"TOR1B",4.9320733090076,4.90628450973841,96.3683108858648,6.64818167553799e-275,3.22524973553276e-274,619.967177455109
"EXOSC10",4.50410033667129,4.60162251355593,96.3616560215139,6.82301721492671e-275,3.30883213481155e-274,619.913574252443
"STX7",5.04235404212527,5.00927041210944,96.3443008871088,7.30096183997584e-275,3.53929045971505e-274,619.87729277059
"GIT1",5.10440222538273,5.00009751014888,96.3403056559305,7.41565665148051e-275,3.59354973629766e-274,619.863529892914
"CD276",5.69689965642955,5.77713483073906,96.3369381978534,7.51373108809019e-275,3.63971748008308e-274,619.850019259085
"LRRC8D",5.30113963743903,5.26460968902165,96.2973158556691,8.7701703285322e-275,4.24676368593019e-274,619.698835688808
"RRP1",4.88764052421284,4.84565831416132,96.2846056558385,9.21626161797493e-275,4.45944819793742e-274,619.639581192238
"NECAP1",4.18773371748334,4.22063567394215,96.2739175424361,9.60894426057392e-275,4.64772287195805e-274,619.534304238518
"THOC7",5.26712943177144,5.20918444547277,96.2530181475172,1.04259189617279e-274,5.04100556798066e-274,619.525880076204
"MYO1B",7.74676809076378,7.93521378139583,96.2933474528676,8.90707521690861e-275,4.31144934185584e-274,619.525374059618
"SDHB",6.73926078669659,6.87058199349959,96.2061686663444,1.25193488617134e-274,6.05094096267482e-274,619.292801788214
"CDC123",4.98340973329021,4.95049996269483,96.1903989178198,1.3314928215865e-274,6.43067953660983e-274,619.275853872389
"LUC7L2",4.39712374539152,4.37895101083433,96.2001934829625,1.2815028352707e-274,6.1915466226416e-274,619.273903285945
"TRAK2",4.88461481603382,4.915286052547,96.1479392323928,1.57181604346543e-274,7.57727355474591e-274,619.106803618986
"ZFYVE27",4.5395291601061,4.55626167275372,96.1507116992916,1.55487461719134e-274,7.50117260529864e-274,619.095021740889
"SIN3B",4.34922506871618,4.32087343432119,96.1492035611013,1.56406741044239e-274,7.54271944278326e-274,619.069682114743
"SOCS4",3.68695130709854,3.65684453765003,96.1719997986864,1.43074540216358e-274,6.90746860144922e-274,619.036750142258
"PTPN12",5.34986749002676,5.2859018766052,96.1254024410289,1.71657666779807e-274,8.2689841189516e-274,619.028943193547
"SMG1",5.50756083451599,5.63006788734277,96.1012193942731,1.88681259514899e-274,9.08229620948849e-274,618.934130861417
"MARK2",4.64602907603281,4.67032052240352,96.1032894526993,1.87160070721443e-274,9.01241319413932e-274,618.918863775406
"TJP1",6.01918943156432,6.02578856083453,96.0965402622453,1.92165562230455e-274,9.24658820558327e-274,618.903745051602
"BCKDK",5.92709725274898,6.05219898239356,96.0881140549392,1.98603587590488e-274,9.55283256310247e-274,618.874007146076
"TRAF6",3.48900088548371,3.53193604447024,96.144746773328,1.59155321451328e-274,7.66957387639481e-274,618.871839681649
"VBP1",5.16215120779321,5.03607006078526,96.0614778179638,2.20411934936311e-274,1.05978889263897e-273,618.777537136044
"CREB3L2",5.79947753142789,5.71043008974357,96.0313334883322,2.48002675410036e-274,1.19200989842714e-273,618.65617617824
"UTP3",4.57489514843491,4.64197828313776,96.0299575884735,2.49341546111659e-274,1.19800172377067e-273,618.626917601388
"LIG3",4.3916379741994,4.2795044810375,96.0298458657478,2.49450579618265e-274,1.19808235114734e-273,618.608979456299
"PVR",5.85488839379652,5.83527841345237,96.0081034719994,2.71605712141083e-274,1.30400864457532e-273,618.563833934894
"MRPL20",5.80697428735381,5.85079403019347,95.9895863981,2.92023257143146e-274,1.40151738378346e-273,618.492926294914
"TRAK1",4.91471818839323,4.95648958552604,95.9844366194727,2.97970260803352e-274,1.42953076359554e-273,618.469845442847
"RRP8",4.13186050721951,4.21302814434955,95.9832229815135,2.99389365836264e-274,1.43580860196291e-273,618.392510330902
"PMPCA",6.11406090375918,6.28750885460713,95.9585663383618,3.29733621930787e-274,1.57958338178352e-273,618.361247455099
"EDC3",4.17982509188471,4.04493903064126,95.9730996855174,3.11493591178146e-274,1.49330648528261e-273,618.360252110078
"COPS4",4.28602782547649,4.32449002821388,95.9643822602759,3.22309258461805e-274,1.54458684119685e-273,618.340809359943
"RNF34",4.21934398433623,4.15828485876888,95.9305172174394,3.68019470669841e-274,1.76234102713467e-273,618.200088789462
"PIGN",4.45322682604557,4.48032307441734,95.9210415757132,3.81935836950761e-274,1.82830840931793e-273,618.190877112242
"GRPEL1",5.69798776661616,5.78715314453974,95.9115480157877,3.96407600139362e-274,1.89688485740969e-273,618.190458933659
"SPTLC1",4.65179811064379,4.77475177534727,95.8812291052359,4.46409994791213e-274,2.13458269600644e-273,618.052081113125
"CCDC91",4.06183791656042,4.06458597438703,95.890091182964,4.31173711898765e-274,2.06248729150249e-273,618.017869128839
"ABCB8",5.54690245504528,5.46181451109932,95.8650626445566,4.75608454817948e-274,2.27169069610912e-273,618.011273088586
"NAGLU",6.11577953661214,6.23181462536603,95.8651619555227,4.75423367653617e-274,2.2716421176297e-273,617.996088245463
"PIAS2",4.14374324581471,4.15385448226561,95.8803122469322,4.48016808263526e-274,2.14147747107781e-273,617.992615438303
"TIMM17A",6.38556276886025,6.25876068062806,95.8615108604714,4.82275665279437e-274,2.30184272877032e-273,617.969308828629
"KCTD2",4.34187578014903,4.35700232747711,95.86315308857,4.79181400350812e-274,2.28791501704265e-273,617.952055999706
"STK38",5.28860613235041,5.29711423547443,95.8425201928126,5.19546483586769e-274,2.47882078704679e-273,617.923444028591
"LIMS1",5.02819785076246,5.010698086868,95.8240743067585,5.58510942323956e-274,2.6627685785467e-273,617.846582682405
"CYCS",6.87792803870648,6.83395202951258,95.8315608254669,5.42355361822492e-274,2.58669448548979e-273,617.820527216208
"MTMR6",4.48329853937076,4.50435029320322,95.8124302412863,5.84602352244902e-274,2.78511766273094e-273,617.769156017218
"NUTF2",6.00489800979297,5.98621102276723,95.7985626063182,6.17275260889726e-274,2.93969703453424e-273,617.739952647394
"UACA",5.20074959350697,5.19772085434253,95.7922748943881,6.32686640873929e-274,3.01198731855928e-273,617.7257875335
"RXRA",7.92382620110067,7.88994697660055,95.819819481871,5.6790676424793e-274,2.70657069625243e-273,617.654578731514
"DCTN3",5.01780455037769,5.06743389414496,95.767786747592,6.9647449659675e-274,3.3132286766674e-273,617.625967291387
"SNRPD3",5.10262553748096,5.19422631359022,95.7603020169308,7.17228792610853e-274,3.41071048320657e-273,617.59912574533
"EIF4E",3.89070512395058,3.95854462782707,95.7784177058871,6.68026583823528e-274,3.17906238333315e-273,617.549278822694
